"superkingdom","phylum","class","order","family","genus","species"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Chordovirus","Carrot Ch virus 2"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Chordovirus","Carrot Ch virus 1"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Torradovirus","Carrot torradovirus 1"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae",NA,"Cimodo virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Fabavirus","Lamium mild mosaic virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Rottboellia yellow mottle virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Iflaviridae","Iflavirus","Formica exsecta virus 2"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Sclerotinia sclerotiorum mitovirus 6"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Umbravirus","Sclerotinia sclerotiorum umbra-like virus 1"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Loei River mammarenavirus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae",NA,"Ilomantsi virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Pararubulavirus","Sosuga pararubulavirus"
"Viruses",NA,NA,NA,NA,"Negevirus","Wallerfield virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Goukovirus","Cumuto goukovirus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Ustilaginoidea virens RNA virus 3"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Pepo aphid-borne yellows virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Luffa aphid-borne yellows virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Anulavirus","Cassava Ivorian bacilliform virus"
"Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Anopheles minimus irodovirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Gaillardia latent virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae","Alphaendornavirus","Lagenaria siceraria alphaendornavirus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Alphapartitivirus","Heterobasidion partitivirus 12"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Alphapartitivirus","Heterobasidion partitivirus 13"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Alphapartitivirus","Heterobasidion partitivirus 15"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Tepovirus","Prunus virus T"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Henipavirus","Mojiang henipavirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Almendravirus","Puerto Almendras almendravirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Torradovirus","Tomato necrotic dwarf virus"
"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Mesoniviridae","Alphamesonivirus","Alphamesonivirus 4"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Mymonaviridae","Sclerotimonavirus","Sclerotinia sclerotimonavirus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae",NA,"Nhumirim virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Beauveria bassiana victorivirus NZL/1980"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Iflaviridae","Iflavirus","Heliconius erato iflavirus"
"Viruses",NA,NA,NA,NA,NA,"Tanay virus"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Sclerotinia sclerotiorum mitovirus 1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Leishmaniavirus","Leishmania aethiopica RNA virus"
"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Nyctalus velutinus alphacoronavirus SC-2013"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Alphaflexiviridae","Potexvirus","Yam virus X"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Gammapartitivirus","Fusarium solani virus 1"
"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Brevihamaparvovirus","Dipteran brevihamaparvovirus 1"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Kitaviridae","Higrevirus","Hibiscus green spot virus 2"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae","Alphaendornavirus","Yerba mate alphaendornavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Solwezi mammarenavirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Iflaviridae","Iflavirus","Lymantria dispar iflavirus 1"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Hypoviridae","Hypovirus","Phomopsis longicolla hypovirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Mulberry mosaic leaf roll associated virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Respirovirus","Caprine respirovirus 3"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Kokobera virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Avisivirus","Avisivirus C"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Gairo mammarenavirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Iflaviridae","Iflavirus","Dinocampus coccinellae paralysis virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Dicistroviridae","Cripavirus","Cripavirus NB-1/2011/HUN"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Rose leaf rosette-associated virus"
"Viruses","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae",NA,"Mosinovirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Salivirus","Salivirus FHB"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Botryosphaeria dothidea victorivirus 1"
"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Amnoonviridae","Tilapinevirus","Tilapia tilapinevirus"
"Viruses",NA,NA,NA,NA,"Negevirus","Brejeira virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Alajuela orthobunyavirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Pararubulavirus","Teviot pararubulavirus"
"Viruses",NA,NA,NA,NA,NA,"Goutanap virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Torradovirus","Motherwort yellow mottle virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Ustilaginoidea virens RNA virus L"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Ustilaginoidea virens RNA virus M"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Fusarium coeruleum mitovirus 1"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Vesivirus","San Miguel sea lion virus 8"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Strawberry polerovirus 1"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Paraiso Escondido virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Eimeria tenella RNA virus 1"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Dinovernavirus","Fako virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Elderberry carlavirus A"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Elderberry carlavirus B"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Sambucus virus C"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Sambucus virus D"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Sambucus virus E"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Ravavirus","Ribes americanum virus A"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Sunrhavirus","Walkabout sunrhavirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Sunrhavirus","Harrison sunrhavirus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Betapartitivirus","Rosellinia necatrix partitivirus 6"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Sauropus yellowing virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Phomopsis vexans RNA virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae","Betaendornavirus","Alternaria brassicicola betaendornavirus 1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Alphachrysovirus","Persea americana chrysovirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Wenzhou mammarenavirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Yam latent virus"
"Viruses","Duplornaviricota","Vidaverviricetes","Mindivirales","Cystoviridae","Cystovirus","Pseudomonas virus phiNN"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Lispiviridae","Arlivirus","Lishi arlivirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Nairoviridae","Striwavirus","Strider striwavirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Lispiviridae","Arlivirus","Gerrid arlivirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Nyamiviridae","Crustavirus","Wenzhou crustavirus"
"Viruses","Negarnaviricota","Monjiviricetes","Jingchuvirales","Chuviridae","Mivirus","Charybdis mivirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Wenrivirus","Shrimp wenrivirus"
"Viruses","Negarnaviricota","Monjiviricetes","Jingchuvirales","Chuviridae","Mivirus","Cockroach mivirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Wubeivirus","Fly wubeivirus"
"Viruses","Negarnaviricota","Monjiviricetes","Jingchuvirales","Chuviridae","Boscovirus","Boscovirus hypoboscidae"
"Viruses","Negarnaviricota","Monjiviricetes","Jingchuvirales","Chuviridae","Boscovirus","Boscovirus hippoboscidae"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Wupedeviridae","Wumivirus","Millipede wumivirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phasmaviridae","Orthophasmavirus","Wuhan mosquito orthophasmavirus 1"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phasmaviridae","Orthophasmavirus","Wuhan mosquito orthophasmavirus 2"
"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Quaranjavirus","Wuhan Mosquito Virus 4"
"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Quaranjavirus","Wuhan Mosquito Virus 6"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Horwuvirus","Horsefly horwuvirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Xinmoviridae","Anphevirus","Xincheng anphevirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae",NA,"Xinzhou Mosquito Virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae",NA,"Zhee Mosquito virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae",NA,"Inhangapi virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Sripuvirus","Sripur sripuvirus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Desmodus rotundus endogenous retrovirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Tataguine orthobunyavirus"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Botrytis cinerea mitovirus 2"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Botrytis cinerea mitovirus 3"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Botrytis cinerea mitovirus 4"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Mobatvirus","Laibin mobatvirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Tomato necrotic streak virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Rotavirus","Rotavirus I"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Hypoviridae","Hypovirus","Fusarium graminearum hypovirus 2"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Mariental mammarenavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Okahandja mammarenavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Anadyr orthobunyavirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Goravirus","Drakaea virus A"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Velarivirus","Areca palm velarivirus 1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Megabirnaviridae","Megabirnavirus","Sclerotinia sclerotiorum megabirnavirus 1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Magnaporthe oryzae virus 3"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phasmaviridae","Jonvirus","Jonchet jonvirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phasmaviridae","Feravirus","Ferak feravirus"
"Viruses",NA,NA,NA,NA,NA,"Guaico Culex virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Prunevirus","Caucasus prunus virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Hartmanivirus","Haartman hartmanivirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Reptarenavirus","Giessen reptarenavirus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Megabirnaviridae","Megabirnavirus","Rosellinia necatrix megabirnavirus 2-W8"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Catu orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae",NA,"Trubanaman virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Guama orthobunyavirus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Betachrysovirus","Fusarium oxysporum chrysovirus 2"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Zucchini shoestring virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Bruges orthohantavirus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Beauveria bassiana victorivirus 1"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Iflaviridae","Iflavirus","Bombyx mori iflavirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Tobacco virus 1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Alphachrysovirus","Brassica campestris chrysovirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Atractylodes mottle virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Mymonaviridae","Sclerotimonavirus","Drop sclerotimonavirus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Alphachrysovirus","Macrophomina phaseolina chrysovirus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Mercadeo virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Parramatta River virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae","Betaendornavirus","Rosellinia necatrix betaendornavirus 1"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae","Alphaendornavirus","Hot pepper alphaendornavirus"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Binucleate Rhizoctonia mitovirus K1"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus","Tetterwort vein chlorosis virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Blueberry shoestring virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Deltaflexiviridae","Deltaflexivirus","Soybean-associated deltaflexivirus 1"
"Viruses","Lenarviricota","Miaviricetes","Ourlivirales","Botourmiaviridae","Scleroulivirus","Soybean scleroulivirus 1"
"Viruses","Lenarviricota","Miaviricetes","Ourlivirales","Botourmiaviridae","Scleroulivirus","Soybean scleroulivirus 2"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Waikavirus","Bellflower vein chlorosis virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Alternaria arborescens victorivirus 1"
"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Arteriviridae","Betaarterivirus","Betaarterivirus chinrav 1"
"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Arteriviridae","Epsilonarterivirus","Epsilonarterivirus safriver"
"Viruses",NA,NA,NA,NA,NA,"Gamboa mosquito virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Betachrysovirus","Penicillium janczewskii chrysovirus 1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Betachrysovirus","Penicillium janczewskii chrysovirus 2"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Ustilaginoidea virens RNA virus 5"
