"rownames(plant_vir)","aa","ac","ag","at","ca","cc","cg","ct","ga","gc","gg","gt","ta","tc","tg","tt"
"385583.1",441,369,359,293,447,368,312,367,398,339,357,286,175,418,352,360
"525586.2",1024,696,1106,997,866,616,266,903,1192,508,797,592,740,831,920,719
"025891.1",431,535,323,217,598,803,358,490,332,404,316,184,145,508,238,218
"G456601.1",633,356,448,471,392,207,243,339,468,252,309,446,416,366,474,562
"684369.1",457,362,372,283,435,361,304,373,400,334,343,296,181,416,354,370
"066176.1",479,323,408,426,303,255,317,461,436,321,328,453,419,437,484,666
"711903.1",631,359,446,472,396,209,238,337,466,250,308,446,416,362,477,569
"923700.1",349,537,333,176,572,946,432,483,340,447,327,179,134,504,200,167
"986929.1",987,541,778,738,832,273,165,440,775,451,547,531,449,445,814,817
"886553.1",1063,655,678,805,879,273,328,419,710,475,455,480,548,497,659,673
"G197985.2",1119,555,802,867,768,268,296,440,848,454,456,533,607,495,738,905
"940544.1",441,373,369,289,457,372,305,361,398,335,348,286,175,415,346,366
"703615.1",1132,463,691,646,607,375,200,467,680,298,314,267,513,513,353,490
"703614.1",1141,458,698,636,602,390,204,468,671,292,319,283,519,524,343,478
"703613.1",1139,463,696,640,605,382,206,475,673,299,312,272,521,524,341,483
"753929.1",469,279,423,479,295,257,264,417,443,277,347,462,444,420,494,652
"753928.1",469,279,423,479,295,257,265,417,443,278,347,461,444,420,493,652
"753927.1",470,279,424,479,295,257,264,417,445,277,347,460,443,420,493,652
"769774.1",308,240,243,245,290,218,166,195,246,207,250,219,192,204,263,233
"762266.1",1046,567,725,766,776,280,320,456,786,468,482,502,496,517,711,831
"G516107.1",561,350,474,476,426,224,250,312,515,282,324,419,360,356,491,574
"430772.1",901,692,640,782,818,318,412,454,789,482,510,473,506,510,693,801
"430771.1",915,702,634,778,828,317,416,460,783,486,504,466,502,516,686,788
"012334.1",898,592,764,716,833,304,316,478,823,507,493,481,415,529,731,710
"G189944.1",990,654,651,722,834,341,299,488,737,444,463,481,455,523,713,720
"881422.2",663,367,459,499,407,198,203,360,507,247,353,438,411,357,529,684
"242359.1",1144,643,700,768,803,348,279,463,718,465,540,536,590,437,740,844
"242358.1",1091,615,692,776,807,368,304,473,715,512,550,527,561,457,758,794
"232571.1",466,280,422,478,298,259,263,415,445,276,351,462,438,420,497,653
"G200170.1",973,698,801,647,856,377,417,471,813,551,491,524,476,496,670,571
"G200169.1",974,697,801,647,857,376,413,472,811,550,492,526,476,496,673,571
"G200168.1",978,696,798,650,852,381,415,471,811,550,491,522,480,493,670,574
"G200167.1",976,700,797,645,850,377,421,476,810,556,496,518,481,492,666,571
"G200166.1",976,705,795,646,853,371,419,476,813,551,494,517,479,493,667,577
"997470.1",978,575,736,772,834,266,246,496,773,493,486,507,476,508,791,708
"G001350.1",550,374,473,402,364,210,292,317,507,264,342,468,379,335,473,552
"G001349.1",552,374,471,401,363,209,294,317,507,265,344,468,377,335,474,552
"912162.1",633,353,445,475,397,205,242,336,467,250,312,446,410,372,475,564
"898034.1",594,358,463,472,395,236,250,348,473,261,321,443,426,374,463,520
"898033.1",588,356,463,474,399,234,241,347,472,261,326,444,423,370,472,527
"161194.1",1047,689,795,728,854,327,390,463,849,489,547,497,508,530,650,625
"161193.1",1073,727,773,725,890,356,401,458,843,491,570,485,491,532,645,619
"161192.1",1073,726,775,724,892,357,401,456,843,492,571,485,489,532,644,619
"161191.1",1073,724,778,719,888,358,407,455,843,496,569,490,489,531,644,612
"161190.1",1075,723,778,720,889,357,407,455,842,497,569,490,489,532,644,612
"161189.1",1041,713,812,731,883,346,401,467,867,495,548,489,505,544,638,594
"161188.1",1038,711,815,731,883,344,402,469,867,499,547,489,506,545,638,594
"161187.1",1074,718,771,729,881,352,409,462,840,504,571,480,496,531,644,617
"161186.1",1065,721,779,734,868,356,421,469,857,501,562,478,508,537,636,587
"161185.1",1085,702,798,733,898,335,379,450,876,490,527,485,458,536,674,638
"161184.1",1066,729,790,738,893,359,408,460,864,477,556,479,499,556,622,583
"161183.1",1066,729,791,736,893,359,409,460,863,478,556,480,499,556,621,583
"161182.1",1088,719,768,741,883,360,410,449,846,495,564,478,498,529,641,610
"161181.1",1063,722,775,741,894,349,410,457,863,490,562,479,480,550,647,596
"161180.1",1064,722,775,741,894,349,411,457,863,492,563,477,480,549,646,596
"161179.1",1074,725,781,733,883,362,412,464,861,499,559,468,494,536,635,593
"161178.1",1062,718,786,719,887,369,424,468,847,514,561,480,488,548,631,577
"161177.1",1066,716,789,743,884,357,410,461,857,489,560,477,506,551,624,589
"161176.1",1082,720,787,728,900,341,409,464,846,496,558,484,488,558,630,588
"161175.1",1056,741,792,738,906,361,407,454,874,483,552,474,490,544,632,575
"161174.1",1090,726,769,733,887,351,424,451,845,500,567,478,495,537,630,596
"161173.1",1077,714,772,731,880,350,425,456,846,501,575,485,490,547,635,595
"161172.1",1096,759,759,721,893,359,424,449,854,477,555,479,491,531,627,604
"664483.1",1046,589,804,792,831,266,272,441,815,506,530,529,538,450,774,856
"664482.1",1005,582,682,745,769,289,344,452,777,504,485,483,462,479,738,796
"674734.2",977,698,798,650,856,380,419,472,811,553,490,520,478,497,667,566
"047431.1",1057,652,682,816,881,274,310,425,706,478,441,474,562,487,666,664
"047430.1",1050,660,684,801,877,279,321,419,719,476,439,475,548,482,665,680
"047429.1",1054,656,684,798,871,275,322,430,715,479,437,479,551,489,667,668
"047428.1",1044,702,675,775,882,289,321,439,718,473,434,473,551,468,668,661
"047427.1",1040,698,670,784,875,291,325,435,716,474,443,467,560,464,662,669
"047426.1",1053,657,686,798,871,274,323,431,717,479,437,477,552,490,664,666
"047425.1",1053,659,685,797,877,276,322,426,715,480,436,477,548,487,665,672
"047424.1",1051,659,686,798,875,276,322,428,719,479,434,477,548,488,667,668
"047423.1",1048,668,678,793,861,272,316,426,723,469,434,483,554,467,681,702
"047422.1",1043,691,670,787,882,291,324,432,711,479,444,467,554,469,663,666
"047421.1",1037,699,689,767,885,291,321,437,716,472,431,488,553,473,666,658
"047420.1",1044,703,679,761,881,288,323,437,711,469,437,491,550,470,669,661
"047419.1",1039,692,669,787,880,291,330,435,716,483,444,462,551,471,662,661
"047418.1",1039,702,680,767,879,287,323,440,717,471,437,482,552,470,667,660
"047417.1",1043,683,673,789,870,294,332,427,721,472,438,478,553,475,666,659
"047416.1",1053,657,685,792,868,279,322,431,714,482,439,481,551,483,670,668
"047415.1",1049,662,688,794,871,281,328,423,717,479,435,477,555,482,657,677
"047414.1",1049,658,686,801,877,276,321,429,719,481,436,473,548,489,666,666
"047413.1",1051,654,679,808,874,276,327,428,719,480,441,469,547,496,662,664
"047412.1",1051,652,689,808,875,273,320,430,716,481,435,471,557,493,659,665
"047411.1",1049,657,686,801,875,275,321,428,720,480,437,475,548,488,668,667
"047410.1",1046,662,681,796,873,298,337,420,729,479,443,471,536,490,661,654
"047409.1",1059,668,679,801,883,285,324,432,716,471,436,472,548,501,656,645
"047408.1",1059,667,678,800,882,286,324,433,713,472,439,473,549,501,656,645
"047407.1",1051,661,681,802,874,282,324,424,720,478,429,475,549,484,668,673
"047406.1",1047,649,682,809,865,276,325,424,715,482,446,476,559,484,666,670
"047405.1",1050,652,684,804,872,277,325,428,714,482,441,473,553,492,660,668
"047404.1",1048,688,705,800,884,289,307,433,738,463,424,460,570,474,649,662
"047403.1",1050,653,687,806,876,281,324,423,716,481,438,471,553,490,657,669
"047402.1",1050,654,684,805,875,279,324,421,715,477,442,476,552,490,660,671
"047401.1",1051,654,686,805,874,278,324,425,715,478,439,473,555,492,656,670
"047400.1",1056,656,681,806,876,278,315,428,718,477,438,474,548,487,673,664
"047399.1",1046,690,705,799,885,289,310,431,738,463,425,461,570,474,647,662
"047398.1",1053,654,685,806,875,279,325,424,715,478,438,473,554,493,656,667
"047397.1",1048,688,705,800,884,289,307,433,738,463,424,460,570,474,649,662
"047396.1",1055,653,688,809,879,271,311,429,716,478,427,475,554,489,670,671
"047395.1",1057,704,679,775,884,287,329,442,711,467,429,480,562,485,650,653
"047394.1",1047,703,676,776,877,293,322,446,715,466,431,481,562,477,664,658
"047393.1",1068,688,694,795,895,313,311,421,722,467,429,458,559,473,642,659
"047392.1",1052,655,688,806,877,275,321,429,717,482,433,469,554,491,659,667
"047391.1",1049,662,682,800,876,277,325,427,720,480,433,473,547,487,666,671
"047390.1",1052,657,684,800,878,282,323,423,719,482,432,475,543,486,669,670
"047389.1",1050,660,683,801,879,282,323,423,720,480,434,473,544,486,667,670
"047388.1",1052,658,683,805,878,280,321,424,720,480,430,472,547,486,668,671
"047387.1",1052,658,684,805,877,282,321,425,721,483,430,469,548,483,668,669
"047386.1",1050,660,682,803,876,281,326,423,721,480,434,471,547,486,664,671
"047385.1",1053,659,685,800,878,281,322,423,719,481,433,473,546,484,666,672
"047384.1",1066,700,692,782,891,311,317,430,720,465,429,462,562,474,638,656
"047383.1",1049,662,686,801,878,281,321,424,722,476,430,475,548,486,666,670
"047382.1",1047,660,685,802,879,280,324,424,721,481,432,472,546,487,665,670
"047381.1",1051,660,683,801,877,278,324,423,720,479,433,474,546,486,666,674
"555505.1",473,283,424,472,302,254,262,419,441,278,345,461,437,422,493,650
"190216.1",1040,655,795,703,846,326,371,463,790,520,481,506,517,504,651,638
"421104.1",969,563,695,759,752,293,348,459,786,506,483,477,479,490,725,787
"111274.1",976,702,795,647,852,373,419,475,812,551,495,518,479,494,667,577
"111273.1",977,696,797,651,851,381,415,472,811,550,493,521,481,493,670,573
"111272.1",979,696,798,650,850,377,421,467,814,551,493,521,479,492,667,577
"111271.1",976,704,795,646,854,373,419,475,813,552,494,516,477,493,667,578
"111270.1",976,704,794,647,853,372,422,475,813,552,494,515,478,495,664,578
"111269.1",973,698,802,646,857,377,416,471,812,551,491,525,476,496,670,571
"111268.1",984,702,797,645,853,378,421,473,810,550,487,521,480,496,663,572
"111267.1",984,702,797,646,853,378,421,473,810,551,487,519,481,495,662,573
"674733.1",976,697,799,650,857,379,417,473,811,553,490,521,477,498,669,565
"674732.1",977,698,798,651,858,379,416,473,811,552,490,520,477,498,669,565
"674731.1",976,696,799,651,855,379,418,473,811,554,490,520,479,497,668,566
"674730.1",975,695,802,649,856,376,417,467,814,554,491,521,475,492,670,578
"674729.1",973,695,803,649,856,375,416,468,814,553,493,521,476,493,669,578
"674728.1",961,692,817,643,873,355,403,477,820,554,495,517,458,508,671,587
"674727.1",962,692,817,643,873,355,403,477,820,554,495,517,458,508,671,587
"674726.1",979,681,796,655,847,350,431,466,811,542,495,536,473,522,662,586
"936346.1",616,610,394,314,636,561,298,419,411,375,344,203,272,368,296,247
"083210.1",1080,612,705,790,818,353,291,471,722,514,575,517,566,455,757,803
"648532.1",605,614,394,311,664,576,294,413,388,407,323,205,268,350,311,242
"648531.1",643,580,399,360,638,522,242,427,400,379,303,204,302,348,341,275
"648530.1",610,615,392,307,658,575,303,414,387,407,325,206,270,353,304,239
"648529.1",644,580,398,361,641,525,243,424,400,380,303,202,299,348,340,275
"648528.1",643,582,402,359,643,522,243,423,401,380,299,202,300,347,337,280
"648527.1",611,614,392,309,658,575,304,412,388,407,324,205,270,353,303,240
"648526.1",610,613,392,308,655,574,305,414,387,408,327,205,272,353,302,240
"648525.1",604,614,394,312,662,574,295,414,389,406,323,205,270,351,310,242
"610932.1",966,694,793,640,848,384,417,465,806,547,489,517,473,488,661,567
"610931.1",1012,662,812,696,833,337,372,461,802,508,476,510,534,497,636,653
"610930.1",969,682,846,639,872,349,407,461,832,544,471,514,462,514,638,599
"610929.1",966,682,847,637,870,346,408,462,833,544,472,516,463,515,637,599
"115174.1",472,284,422,478,305,258,264,422,443,283,347,450,437,424,489,644
"443593.1",465,282,419,475,297,262,268,416,443,279,354,462,437,420,496,648
"443592.1",467,283,419,474,295,263,268,418,443,276,352,464,439,422,495,644
"443591.1",465,282,419,475,297,263,268,416,443,278,353,463,437,421,496,647
"434771.1",1144,453,700,645,609,384,204,458,671,296,319,280,518,522,342,484
"108251.1",697,376,622,599,486,326,247,553,594,419,558,562,517,492,705,855
"870664.1",626,605,383,310,633,570,287,420,404,381,342,210,262,354,324,238
"499498.1",985,553,695,762,762,273,340,443,779,518,486,476,468,474,738,839
"C019764.1",252,195,248,245,187,214,216,286,311,233,256,293,189,261,373,323
"528623.1",954,535,711,748,769,303,339,456,767,543,493,473,457,487,733,820
"579486.1",978,696,801,645,847,374,426,483,810,564,489,513,484,497,660,565
"579485.1",986,705,798,649,856,380,415,473,811,548,488,516,484,492,662,569
"579484.1",981,702,799,645,859,378,418,472,811,552,494,516,475,496,662,572
"579483.1",976,695,810,654,855,374,403,479,818,555,482,508,485,488,668,582
"579482.1",977,696,810,653,855,372,405,479,818,553,481,510,485,491,666,581
"579481.1",981,703,805,651,849,371,426,482,817,558,474,508,492,497,652,564
"579480.1",997,688,792,659,842,375,421,483,799,565,479,505,497,494,656,580
"579479.1",982,696,792,650,845,379,417,474,808,551,495,519,484,490,669,579
"T285170.1",1017,573,835,753,849,268,167,471,823,459,563,569,488,455,849,854
"151723.4",287,277,290,223,313,334,211,244,280,278,313,250,197,214,306,212
"C159490.1",599,469,289,390,524,469,155,465,340,251,175,217,284,424,364,427
"C159489.1",597,474,290,385,530,478,163,460,342,256,170,213,277,423,358,426
"C159488.1",594,465,293,389,530,473,151,475,339,255,171,215,278,436,365,413
"T454825.1",177,157,149,203,167,175,158,158,187,143,165,180,154,183,203,227
"T454820.1",179,160,147,202,166,180,162,158,186,140,163,178,156,186,195,228
"T454819.1",177,157,149,203,167,175,158,158,187,143,165,180,154,183,203,227
"870637.1",1079,579,798,795,856,221,278,370,838,480,544,550,478,445,792,833
"315176.1",1060,562,753,744,767,271,323,474,786,479,460,508,506,523,697,815
"315175.1",1056,570,753,737,773,276,327,473,787,480,462,508,500,523,695,808
"659022.1",620,363,439,484,380,195,208,357,489,238,324,432,418,344,511,547
"641566.1",901,552,506,633,750,230,273,384,628,436,381,401,312,419,687,719
"198853.1",995,559,699,760,778,294,322,446,768,512,479,476,471,475,735,823
"T289893.1",1089,693,741,867,893,289,301,389,836,445,463,468,571,445,707,676
"140426.1",465,282,418,475,297,263,268,416,442,279,354,463,437,420,497,647
"140425.1",465,282,417,477,298,262,268,416,442,279,353,462,437,421,497,647
"140424.1",470,283,418,475,297,264,267,419,441,278,352,461,439,422,494,643
"140423.1",467,283,419,474,297,264,268,417,443,277,352,463,437,422,495,644
"187049.1",918,679,657,808,811,337,395,464,793,478,488,461,539,513,681,758
"187048.1",912,682,663,800,824,330,385,470,793,477,480,469,527,520,692,756
"A018156.2",623,591,379,328,620,547,295,428,402,398,343,191,277,354,316,273
"T591186.1",649,602,394,357,657,507,245,424,404,383,293,186,293,341,333,295
"T591185.1",671,582,375,378,646,502,249,424,394,372,307,198,296,365,339,267
"T591184.1",658,612,385,352,665,512,243,421,404,375,306,190,281,342,340,277
"T456531.1",960,561,641,885,745,273,349,419,741,483,477,537,600,469,771,801
"896809.1",1037,573,821,774,854,279,206,476,850,476,578,550,465,486,849,773
"903372.1",1000,574,841,751,886,262,196,484,867,488,589,551,412,505,869,771
"T833782.1",1093,682,739,867,897,284,301,381,844,446,460,474,546,452,724,674
"T934334.1",1046,561,788,765,772,270,195,435,802,408,467,508,539,433,736,821
"608612.1",921,601,650,767,755,304,384,456,751,508,495,569,511,487,794,681
"A347695.1",771,417,582,566,610,424,162,435,527,375,404,360,429,415,518,563
"A061869.1",306,198,280,340,193,149,163,274,267,218,309,425,358,214,467,454
"995420.1",364,566,243,274,623,910,373,558,328,336,216,184,132,653,231,326
"995419.1",367,565,242,275,623,912,375,556,327,337,217,184,132,653,230,322
"995418.1",366,567,240,271,616,915,382,553,327,338,219,187,135,647,229,325
"995417.1",367,570,241,271,623,917,378,551,327,334,219,187,132,649,228,323
"995416.1",367,569,241,272,626,919,376,550,327,333,218,187,129,651,229,323
"995415.1",365,569,242,272,623,922,378,550,328,335,216,187,132,648,229,321
"995414.1",364,567,245,273,623,910,373,559,328,337,214,184,134,652,230,324
"697313.1",354,541,347,169,574,924,448,481,338,467,313,178,145,496,187,167
"T598222.1",960,557,709,756,767,265,346,441,785,509,486,499,470,488,738,808
"T834406.1",450,421,249,364,603,654,154,680,256,243,172,230,176,773,325,533
"T633944.1",1178,542,755,918,757,273,289,445,835,444,475,505,622,505,741,868
"025054.1",1174,600,727,871,808,239,264,367,774,403,407,478,615,436,665,823
"025053.1",1189,630,704,888,830,253,291,365,789,394,405,448,602,462,637,753
"025052.1",1191,644,694,855,826,253,278,396,779,406,421,455,587,450,669,746
"025051.1",1137,634,700,879,819,245,291,394,801,407,412,439,592,463,657,756
"025050.1",1174,632,700,874,818,245,289,398,786,419,403,432,601,454,649,749
"025049.1",1171,639,702,873,831,243,279,401,787,410,399,436,595,462,653,742
"025048.1",1172,627,701,875,806,258,297,387,796,398,397,437,601,465,633,734
"025047.1",1193,636,695,880,828,260,275,382,783,394,407,439,599,455,647,755
"025046.1",1153,642,708,865,817,248,286,391,795,399,390,441,602,453,642,754
"025045.1",1182,666,694,866,836,249,269,418,772,385,385,432,617,472,627,753
"025044.1",1170,648,703,877,834,268,278,399,774,400,396,425,619,463,619,750
"025043.1",1189,641,697,872,816,235,282,418,775,394,376,434,618,481,625,770
"025042.1",1172,644,702,882,822,241,263,415,772,379,376,450,633,477,637,758
"025041.1",1186,650,687,862,805,246,289,410,771,387,391,443,622,467,626,781
"025040.1",1177,644,704,879,827,256,270,412,777,393,379,432,622,472,629,747
"025039.1",1191,641,699,872,824,233,268,423,762,400,381,433,625,474,629,768
"025038.1",1191,651,692,873,826,248,275,424,770,394,385,429,619,480,627,739
"T175570.1",1043,589,834,765,867,263,217,476,860,472,556,554,461,499,835,772
"T175569.1",1028,578,830,770,849,279,204,490,860,474,580,542,469,491,842,765
"T175568.1",1028,570,816,774,853,311,203,456,843,460,594,555,464,482,839,804
"259608.1",279,277,246,230,329,282,178,231,242,225,286,241,182,237,283,225
"T778297.1",961,561,716,751,784,290,334,456,776,538,485,470,467,475,734,792
"155420.2",1066,557,752,744,775,330,201,420,784,418,534,482,494,421,731,822
"155419.2",1072,564,738,739,758,337,211,429,793,408,536,478,490,426,730,822
"155414.2",1023,558,783,753,782,270,209,431,813,424,492,505,499,440,750,799
"155409.2",1070,546,755,758,769,329,191,419,785,407,531,484,505,426,730,826
